0 115.911 16.9855
1 70.8608 13.9669
2 88.7795 15.6627
3 76.9892 10.1678
4 97.1204 13.4372
5 72.787 11.5297
6 104.355 10.008
7 86.0966 19.1038
8 89.5761 17.8162
9 90.6451 14.3208
10 91.3789 16.9682
11 95.7153 13.411
12 110.282 14.5552
13 74.5232 18.7087
14 78.1867 16.3635
15 110.051 10.0488
16 104.897 15.8683
17 129.086 13.544
18 107.092 12.1085
19 106.577 17.0434
20 104.957 12.1136
21 107.428 15.5923
22 102.601 10.4114
23 104.842 15.4727
24 86.0631 15.9115
25 112.111 14.1588
26 99.6627 16.9015
27 83.4216 15.8163
28 110.881 13.6924
29 97.8725 7.85529
