0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4.42429e-05	4.42429e-05
0.000156793	0.000156793
0.000286462	0.000236051
0.00281656	0.000370271
0.0413019	0.000928317
0.270111	0.00236568
0.973387	0.0042144
2.21436	0.0078808
3.63146	0.00867956
4.64673	0.00935287
4.94436	0.0116524
4.515	0.0116198
3.69303	0.00891431
2.70599	0.0083682
1.80817	0.0068223
1.11369	0.00512834
0.639149	0.00387245
0.343031	0.00286007
0.173709	0.00225212
0.0836704	0.00167217
0.0466384	0.00139579
0.0406072	0.00134981
0.0576455	0.00138724
0.105504	0.00208813
0.179996	0.00220146
0.295531	0.00228055
0.448898	0.0026982
0.627893	0.00270826
0.800725	0.00298828
0.928441	0.00454987
0.978277	0.005083
0.939802	0.00479514
0.815477	0.00311185
0.641357	0.00282214
0.463943	0.00244491
0.311528	0.00209861
0.212187	0.00228541
0.18564	0.00235603
0.246284	0.00271428
0.418264	0.00300819
0.737026	0.00387516
1.19273	0.00403727
1.72701	0.00425204
2.24628	0.00518284
2.60774	0.00666065
2.73547	0.00714794
2.57573	0.00689301
2.19362	0.00520575
1.69839	0.00436331
1.19907	0.00359243
0.792495	0.00357657
0.530325	0.00350497
0.42352	0.00354327
0.452506	0.00263155
0.58198	0.00238237
0.759832	0.00213101
0.921731	0.00231363
1.01525	0.00331955
1.01747	0.00313177
0.925351	0.00267317
0.786545	0.00216837
0.651863	0.00220742
0.567915	0.00324035
0.565638	0.00371167
