0
1
0.8
108
1.1
2.2
0.0005
10000
1000

  ReadInput >> old_config;
  ReadInput >> rescale_vel;
  ReadInput >> temp;
  ReadInput >> npart;
  ReadInput >> rho;
  ReadInput >> rcut;
  ReadInput >> delta;
  ReadInput >> nstep;
  ReadInput >> iprint;
