15.00000	0.62982	0.72829	-0.33458
15.00000	0.64030	0.71442	-0.35700
15.00000	0.26992	0.86626	-0.22177
15.00000	-0.05465	1.03643	-0.26432
15.00000	-0.23125	1.10494	-0.16972
15.00000	-0.29556	0.98588	-0.24397
15.00000	-0.08289	1.01770	-0.24985
15.00000	0.21740	0.86196	-0.20773
15.00000	0.52497	0.76624	-0.28891
15.00000	0.63100	0.71018	-0.35497
15.00000	0.63391	0.71366	-0.34768
15.00000	0.89863	0.54866	-0.35462
15.00000	0.91322	0.62559	-0.38851
15.00000	0.68967	0.63942	-0.40497
15.00000	0.87690	0.60308	-0.42059
15.00000	0.84212	0.56678	-0.41644
15.00000	0.77090	0.61721	-0.44273
15.00000	0.74004	0.59437	-0.42818
15.00000	0.86102	0.61778	-0.42544
15.00000	0.72319	0.71262	-0.39069
15.00000	0.84939	0.75122	-0.31267
20.00000	0.79069	0.69517	-0.41622
20.00000	0.52151	0.78077	-0.27804
20.00000	0.45321	0.86472	-0.26349
20.00000	0.52596	0.90692	-0.26586
20.00000	0.62174	0.72913	-0.34061
20.00000	0.52666	0.85605	-0.27854
20.00000	0.54894	0.84217	-0.28257
20.00000	0.67532	0.70728	-0.37243
20.00000	0.70020	0.79405	-0.34196
20.00000	0.47551	0.75883	-0.24211
20.00000	0.50704	0.85721	-0.28106
20.00000	0.73898	0.81435	-0.30257
20.00000	0.85267	0.77126	-0.27547
20.00000	0.37408	0.81673	-0.22427
20.00000	0.57699	0.86545	-0.27027
20.00000	0.60714	0.75773	-0.32160
20.00000	0.23884	0.85485	-0.20926
20.00000	0.31981	0.89430	-0.24636
20.00000	0.09956	0.82859	-0.14519
20.00000	0.36474	0.99850	-0.23998
20.00000	0.63974	0.92744	-0.21610
20.00000	0.37770	0.81472	-0.22422
20.00000	0.53712	0.79815	-0.29697
20.00000	0.58579	0.86330	-0.28526
20.00000	0.63161	0.73599	-0.34794
20.00000	0.78650	0.55867	-0.41166
20.00000	0.78289	0.64236	-0.43488
20.00000	0.83739	0.77470	-0.28435
20.00000	0.65782	0.61952	-0.37344
20.00000	0.70346	0.71674	-0.39403
20.00000	0.83395	0.63922	-0.43289
20.00000	0.69341	0.53231	-0.35433
20.00000	0.57711	0.66813	-0.30144
20.00000	0.82353	0.65396	-0.43298
25.00000	0.85182	0.65237	-0.43073
25.00000	0.82400	0.62191	-0.43842
25.00000	0.77614	0.61066	-0.44662
25.00000	0.70096	0.75569	-0.35584
25.00000	0.81435	0.60142	-0.44270
25.00000	0.69652	0.72422	-0.37948
25.00000	0.61254	0.82301	-0.29056
25.00000	0.61860	0.81920	-0.29885
25.00000	0.96564	0.62879	-0.33186
25.00000	0.69829	0.50463	-0.30154
25.00000	0.56335	0.67499	-0.29612
25.00000	0.72295	0.50992	-0.32744
25.00000	0.78900	0.67349	-0.42986
25.00000	0.82734	0.61117	-0.44200
25.00000	0.73682	0.63064	-0.42712
25.00000	0.79389	0.57970	-0.43325
25.00000	0.68314	0.63073	-0.39717
30.00000	0.80702	0.66174	-0.43384
30.00000	0.81674	0.71857	-0.37491
30.00000	0.80263	0.66129	-0.43201
30.00000	0.73530	0.69045	-0.41174
30.00000	0.52408	0.87149	-0.26788
30.00000	0.31748	0.87087	-0.23678
30.00000	-0.15087	0.90652	-0.22164
30.00000	-0.50858	0.83699	-0.27415
30.00000	-0.66279	0.75192	-0.35618
30.00000	-0.72686	0.61449	-0.42346
30.00000	-0.87605	0.67627	-0.39806
30.00000	-0.85519	0.70583	-0.37908
35.00000	-0.83290	0.66980	-0.41248
35.00000	-0.75778	0.64910	-0.43087
35.00000	-0.72912	0.54175	-0.37936
35.00000	-0.80201	0.54390	-0.39535
35.00000	-0.77179	0.64616	-0.43663
35.00000	-0.82264	0.58525	-0.43782
35.00000	-0.75976	0.65127	-0.42968
40.00000	-0.63771	0.78722	-0.32882
40.00000	-0.93394	0.59081	-0.37152
40.00000	-0.86150	0.59672	-0.42515
40.00000	-0.82218	0.64388	-0.43380
40.00000	-0.74310	0.63946	-0.42777
45.00000	-0.82147	0.71471	-0.38111
45.00000	-0.70017	0.67203	-0.39557
45.00000	-0.74179	0.50710	-0.31216
45.00000	-0.81909	0.66940	-0.42759
45.00000	-0.76303	0.58333	-0.42960
45.00000	-0.88066	0.65826	-0.39712
45.00000	-0.91458	0.57921	-0.37907
45.00000	-0.93315	0.61024	-0.37019
45.00000	-0.66230	0.76556	-0.34652
45.00000	-0.74240	0.75725	-0.36307
45.00000	-0.86663	0.66671	-0.41123
45.00000	-0.66783	0.63226	-0.38453
45.00000	-0.87924	0.55420	-0.38518
45.00000	-0.62967	0.71945	-0.35515
45.00000	-0.72075	0.68948	-0.39497
45.00000	-0.71148	0.65897	-0.41245
50.00000	-0.89361	0.60105	-0.41362
50.00000	-0.69481	0.59359	-0.40073
50.00000	-0.70931	0.69049	-0.39207
50.00000	-0.74234	0.63064	-0.42967
50.00000	-0.79112	0.56567	-0.42124
50.00000	-0.91431	0.62205	-0.39331
50.00000	-0.92909	0.65496	-0.36662
55.00000	-0.71477	0.67472	-0.41044
55.00000	-0.74895	0.59486	-0.43188
55.00000	-0.78251	0.62267	-0.44522
55.00000	-0.79739	0.56844	-0.42539
55.00000	-0.68345	0.59968	-0.38957
55.00000	-0.70542	0.67789	-0.40724
55.00000	-0.82954	0.59796	-0.43619
60.00000	-0.77489	0.62520	-0.44294
65.00000	-0.77317	0.65119	-0.43249
65.00000	-0.87508	0.60140	-0.42463
65.00000	-0.71798	0.62726	-0.42169
65.00000	-0.76854	0.57437	-0.42942
65.00000	-0.81012	0.61754	-0.44662
70.00000	-0.80656	0.57873	-0.43574
70.00000	-0.85464	0.57974	-0.41848
70.00000	-0.84020	0.62993	-0.43912
80.00000	-0.85621	0.63385	-0.43179
80.00000	-0.79588	0.59750	-0.44150
80.00000	-0.70663	0.62734	-0.41251
85.00000	-0.93246	0.65638	-0.35658
85.00000	-0.71597	0.56437	-0.40070
85.00000	-0.92270	0.62574	-0.37840
85.00000	-0.66430	0.67806	-0.37917
85.00000	-0.85910	0.61389	-0.42941
85.00000	-0.82611	0.62403	-0.44369
90.00000	-0.78990	0.60419	-0.44629
90.00000	-0.84665	0.64173	-0.43019
95.00000	-0.81018	0.59309	-0.43849
95.00000	-0.90824	0.61489	-0.39617
95.00000	-0.75586	0.61168	-0.43502
95.00000	-0.74389	0.68853	-0.41154
95.00000	-0.81008	0.59567	-0.44222
100.00000	-0.73770	0.58593	-0.41963
100.00000	-0.78941	0.57409	-0.42998
100.00000	-0.84860	0.57009	-0.41578
100.00000	-0.80454	0.59589	-0.43928
100.00000	-0.81663	0.62462	-0.44018
100.00000	-0.72630	0.65375	-0.42069
105.00000	-0.84321	0.63521	-0.43629
105.00000	-0.77420	0.64667	-0.43616
105.00000	-0.80031	0.61896	-0.44391
110.00000	-0.78689	0.62509	-0.44645
120.00000	-0.78936	0.63033	-0.44281
120.00000	-0.75546	0.60768	-0.43527
120.00000	-0.78274	0.64074	-0.43744
120.00000	-0.77708	0.60709	-0.44460
130.00000	-0.76262	0.59964	-0.43761
135.00000	-0.82631	0.59287	-0.43696
140.00000	-0.82653	0.60230	-0.44183
140.00000	-0.80864	0.62541	-0.43973
140.00000	-0.85835	0.63540	-0.43603
140.00000	-0.82530	0.59651	-0.43780
145.00000	-0.78085	0.66357	-0.42556
145.00000	-0.78494	0.64910	-0.43577
145.00000	-0.79903	0.61145	-0.44263
145.00000	-0.80527	0.62276	-0.44250
150.00000	-0.74749	0.61287	-0.43570
150.00000	-0.79479	0.65860	-0.43898
150.00000	-0.82160	0.62251	-0.43746
150.00000	-0.78054	0.60771	-0.43983
155.00000	-0.79586	0.62592	-0.44442
155.00000	-0.75020	0.60992	-0.43979
155.00000	-0.79533	0.56714	-0.42074
155.00000	-0.76222	0.57965	-0.42314
160.00000	-0.76029	0.63592	-0.43826
165.00000	-0.84687	0.58775	-0.42831
165.00000	-0.77717	0.62924	-0.43633
165.00000	-0.83015	0.58695	-0.43277
165.00000	-0.84521	0.61567	-0.43588
170.00000	-0.82367	0.63996	-0.43779
170.00000	-0.80978	0.62501	-0.44425
175.00000	-0.79270	0.60395	-0.44432
185.00000	-0.81501	0.59483	-0.44339
190.00000	-0.77692	0.62622	-0.43952
195.00000	-0.75208	0.61814	-0.43637
195.00000	-0.80607	0.62382	-0.44021
195.00000	-0.80405	0.63319	-0.44407
205.00000	-0.80333	0.65327	-0.43525
205.00000	-0.79097	0.56688	-0.42318
205.00000	-0.88127	0.59083	-0.41410
205.00000	-0.84935	0.59005	-0.42955
205.00000	-0.74437	0.64672	-0.43124
215.00000	-0.77745	0.65195	-0.43886
220.00000	-0.78127	0.62701	-0.44204
220.00000	-0.81429	0.58449	-0.43420
225.00000	-0.81841	0.62340	-0.43914
225.00000	-0.76315	0.61059	-0.44171
225.00000	-0.76995	0.58761	-0.43717
225.00000	-0.82100	0.61413	-0.44206
240.00000	-0.78863	0.61997	-0.44162
245.00000	-0.83668	0.60048	-0.43227
250.00000	-0.74500	0.61992	-0.43511
255.00000	-0.74750	0.62673	-0.43584
255.00000	-0.80048	0.65349	-0.44165
275.00000	-0.82468	0.60347	-0.44089
275.00000	-0.80127	0.63282	-0.44845
285.00000	-0.79279	0.60453	-0.44474
285.00000	-0.80166	0.66325	-0.43037
285.00000	-0.82214	0.65803	-0.43129
285.00000	-0.82161	0.57970	-0.43050
290.00000	-0.81005	0.59481	-0.44414
290.00000	-0.80498	0.60061	-0.44470
295.00000	-0.77761	0.60661	-0.44394
305.00000	-0.81861	0.65277	-0.43859
310.00000	-0.76264	0.61021	-0.44253
310.00000	-0.80236	0.60529	-0.44646
325.00000	-0.75066	0.60511	-0.43153
325.00000	-0.74075	0.61572	-0.43285
325.00000	-0.84715	0.60966	-0.43601
325.00000	-0.81154	0.61906	-0.44675
340.00000	-0.80753	0.60465	-0.44225
345.00000	-0.80810	0.61044	-0.44379
350.00000	-0.80105	0.61617	-0.44151
350.00000	-0.79815	0.60753	-0.44230
355.00000	-0.81037	0.59961	-0.44011
360.00000	-0.79583	0.59500	-0.44117
365.00000	-0.74902	0.59715	-0.43918
375.00000	-0.80880	0.61504	-0.44163
415.00000	-0.83476	0.61044	-0.43864
415.00000	-0.84152	0.61276	-0.44181
415.00000	-0.81913	0.61335	-0.44377
430.00000	-0.80037	0.63567	-0.44660
460.00000	-0.77469	0.60916	-0.44643
465.00000	-0.78091	0.60517	-0.44525
475.00000	-0.79360	0.61330	-0.44435
480.00000	-0.80823	0.63549	-0.44719
485.00000	-0.80777	0.61066	-0.44822
490.00000	-0.78355	0.63194	-0.44585
500.00000	-0.81820	0.61306	-0.44661
