5.00000	0.99550	0.58533	-0.28133
5.00000	0.65244	0.52624	-0.31478
5.00000	0.82836	0.67808	-0.42463
5.00000	0.44298	0.76714	-0.23140
5.00000	0.14240	0.76169	-0.05846
5.00000	0.46643	0.71061	-0.21614
5.00000	0.40507	0.56545	0.00087
5.00000	0.24677	0.59495	0.21863
5.00000	0.66292	0.39854	0.21550
5.00000	0.48670	0.40081	0.18104
5.00000	0.36136	0.58649	0.05637
5.00000	0.77038	0.59171	-0.43357
5.00000	0.61668	0.76801	-0.33347
5.00000	0.16180	0.79041	-0.10550
5.00000	0.63075	0.62025	-0.34667
5.00000	0.67139	0.62025	-0.39189
5.00000	0.36632	0.73418	-0.14798
5.00000	0.42008	0.93088	-0.26399
5.00000	0.12104	1.10284	-0.21074
5.00000	0.20692	1.15167	-0.11924
5.00000	-0.13672	1.05991	-0.24027
5.00000	0.23903	0.98474	-0.25134
5.00000	0.32234	1.15386	-0.06027
5.00000	0.20072	1.28380	0.17428
5.00000	0.03298	1.17763	-0.10707
5.00000	0.35343	1.14711	-0.08247
5.00000	-0.09742	1.02132	-0.25033
5.00000	-0.51094	0.90858	-0.26067
5.00000	-0.89514	0.94916	0.16330
5.00000	-0.46681	0.85885	-0.26795
5.00000	-0.11509	0.83414	-0.15632
5.00000	0.14869	0.78396	-0.10512
5.00000	-0.02785	0.71050	0.05676
5.00000	-0.08159	0.89466	-0.20500
5.00000	-0.52281	0.85600	-0.27754
5.00000	-0.14552	0.84174	-0.16381
5.00000	-0.07294	0.92779	-0.23196
5.00000	0.08872	0.95491	-0.23755
5.00000	-0.40781	0.93835	-0.22926
5.00000	0.06908	1.01522	-0.25106
5.00000	-0.30864	1.02140	-0.23639
5.00000	0.11447	0.94830	-0.24617
5.00000	-0.29238	0.99009	-0.24953
5.00000	0.18991	0.92146	-0.22465
5.00000	0.21423	0.92119	-0.23935
5.00000	0.49541	0.76526	-0.27005
5.00000	0.40882	0.76415	-0.19733
5.00000	0.72452	0.68918	-0.40479
5.00000	0.35019	0.78545	-0.19061
5.00000	0.53984	0.84932	-0.27800
5.00000	0.35816	0.95903	-0.26068
5.00000	-0.13701	1.02188	-0.25394
5.00000	-0.55950	0.94614	-0.22723
5.00000	-0.83050	0.76321	-0.30593
5.00000	-0.38302	0.71167	-0.13605
5.00000	-0.47012	0.78670	-0.25620
5.00000	-0.84570	0.78993	-0.28338
5.00000	-0.53902	0.71710	-0.28332
5.00000	-0.76315	0.86947	-0.22839
5.00000	-0.41649	0.93868	-0.24291
5.00000	-0.08409	1.01968	-0.25788
5.00000	-0.40310	0.89484	-0.25969
5.00000	-0.35260	0.84615	-0.23673
5.00000	-0.36073	0.96605	-0.26086
5.00000	-0.21908	0.97996	-0.26439
5.00000	-0.31320	0.95486	-0.24704
5.00000	-0.36010	1.03651	-0.23873
5.00000	-0.27377	1.08701	-0.16745
5.00000	-0.07802	1.16617	-0.13334
5.00000	0.29611	0.99442	-0.24540
5.00000	0.63868	0.97407	-0.13729
10.00000	0.21401	1.14199	-0.13111
10.00000	0.52121	1.12646	0.03091
10.00000	0.22551	1.08906	-0.19201
10.00000	-0.12353	1.13272	-0.17044
10.00000	-0.59399	0.93281	-0.22701
10.00000	-0.47527	0.80820	-0.25970
10.00000	-0.56758	0.93100	-0.24152
10.00000	-0.60396	0.92268	-0.23159
10.00000	-0.70216	0.88923	-0.22923
10.00000	-0.42786	0.92344	-0.26931
10.00000	-0.52328	0.93050	-0.24296
10.00000	-0.16248	0.99985	-0.25190
10.00000	-0.10851	1.04939	-0.24445
10.00000	0.14782	1.11243	-0.19804
10.00000	0.33775	0.91769	-0.24840
10.00000	0.47746	0.82399	-0.27370
10.00000	0.08054	0.90921	-0.22728
10.00000	0.10733	0.82115	-0.13405
10.00000	-0.09278	0.79111	-0.09225
10.00000	-0.55480	0.63303	-0.26488
10.00000	-0.62436	0.55432	-0.31891
10.00000	-0.92544	0.57413	-0.36797
10.00000	-0.55274	0.54580	-0.20910
10.00000	-1.00534	0.63714	-0.25495
10.00000	-0.88545	0.63493	-0.41333
10.00000	-0.88264	0.65166	-0.40147
10.00000	-0.74319	0.70218	-0.40197
10.00000	-0.64579	0.58133	-0.35247
10.00000	-0.96654	0.64149	-0.32318
10.00000	-0.90304	0.76880	-0.25791
10.00000	-0.89104	0.74885	-0.27284
10.00000	-0.57135	0.80370	-0.30766
10.00000	-0.76777	0.72098	-0.38457
10.00000	-0.46421	0.81497	-0.27204
10.00000	-0.58546	0.91492	-0.22419
10.00000	-0.51632	0.83557	-0.28542
10.00000	-0.51810	0.73623	-0.26996
10.00000	-0.60894	0.66613	-0.33385
10.00000	-0.87368	0.52208	-0.32439
10.00000	-0.70086	0.63164	-0.41029
10.00000	-0.84110	0.57028	-0.41346
10.00000	-0.43567	0.71321	-0.19272
10.00000	-0.25392	0.76951	-0.12651
10.00000	0.13313	0.78775	-0.09038
10.00000	0.16721	0.91079	-0.23485
10.00000	-0.33200	0.94299	-0.25359
10.00000	-0.41673	0.94983	-0.24501
10.00000	-0.23072	0.95543	-0.24007
10.00000	0.03066	0.93856	-0.23782
10.00000	0.10258	0.88820	-0.20663
15.00000	0.19761	0.84762	-0.18771
15.00000	0.49523	0.65073	-0.21341
