0 0.315857 0.00407725
1 0.535214 0.49821
2 0.933079 0.520025
3 -0.068643 0.673676
4 0.912912 0.512576
5 -0.250089 0.900822
6 1.68307 0.775921
7 0.934426 0.63342
8 0.609246 0.618217
9 0.321025 0.742912
10 0.648497 0.665325
11 0.69476 0.761933
12 1.08453 0.513315
13 -0.0242961 0.547828
14 -0.240227 0.558186
15 0.832508 0.494217
16 -0.417058 0.614872
17 1.4059 0.679694
18 -0.0519691 0.603267
19 0.242004 0.546693
20 0.400685 0.566066
21 1.75471 0.513788
22 0.880399 0.623933
23 0.560372 0.693382
24 -0.16892 0.518036
25 0.350172 0.486305
26 0.910348 0.669087
27 0.22582 0.475011
28 0.405148 0.629154
29 0.702313 0.476904
30 0.212334 0.489305
31 -0.00420054 0.490501
32 0.796135 0.567116
33 0.357618 0.487323
34 -0.437958 0.465289
35 -0.269191 0.606499
36 0.365341 0.400423
37 -0.974478 0.601645
38 1.21573 0.392968
39 -0.684406 0.37712
40 -0.326762 0.485939
41 0.614957 0.566626
42 0.960266 0.467447
43 0.431281 0.486147
44 1.04253 0.645352
45 0.0556336 0.477832
46 0.928068 0.41686
47 -0.686656 0.484001
48 0.530865 0.526934
49 0.0590785 0.445926
50 0.017017 0.415353
51 -0.124833 0.572811
52 -0.645174 0.425076
53 0.593041 0.551562
54 -0.149255 0.596178
55 -0.689581 0.538252
56 0.0951896 0.289513
57 0.346895 0.387442
58 0.235977 0.524745
59 0.181832 0.496688
60 1.28296 0.576568
61 1.31424 0.621622
62 0.861184 0.535554
63 -0.209776 0.521526
64 -0.151041 0.501174
65 0.980602 0.563087
66 0.41486 0.546141
67 0.365845 0.549484
68 0.75882 0.486732
69 0.754287 0.450615
70 0.29522 0.493422
71 -0.432727 0.433142
72 0.187006 0.470507
73 0.145819 0.509296
74 -0.323608 0.383386
75 -0.0532144 0.504711
76 0.0622214 0.301807
77 -0.176239 0.469622
78 -0.142036 0.460582
79 0.137352 0.394449
80 0.237077 0.345388
81 -0.0841316 0.422702
82 0.616655 0.630249
83 5.75035e-05 0.456937
84 -0.0637121 0.382687
85 0.275558 0.574398
86 0.681135 0.553754
87 0.113862 0.367807
88 -0.19238 0.449949
89 0.221319 0.416328
90 -0.0823001 0.500702
91 -0.613715 0.406977
92 0.387277 0.522108
93 0.118787 0.452105
94 0.386443 0.502392
95 -0.268952 0.458095
