-0.360564	0
-0.358475	0.00208948
-0.356187	0.00258593
-0.348665	0.0077417
-0.343248	0.00808105
-0.344393	0.00669674
-0.349376	0.00754082
-0.356687	0.00980318
-0.363299	0.010884
-0.368319	0.0109534
-0.373155	0.0110246
-0.379708	0.0120095
-0.384239	0.0119402
-0.385132	0.0110904
-0.386263	0.0103864
-0.388525	0.00997544
-0.389447	0.00941553
-0.387803	0.0090279
-0.386169	0.00869444
-0.385289	0.00829514
-0.383815	0.00802667
-0.382333	0.00779536
-0.380741	0.00761688
-0.378498	0.00762972
-0.376151	0.00768528
-0.374761	0.00751349
-0.373943	0.00727596
-0.373288	0.00704184
-0.372854	0.00680853
-0.37324	0.00658898
-0.372696	0.00639604
-0.371365	0.00633441
-0.370382	0.00621772
-0.369635	0.00607814
-0.368954	0.00594101
-0.369607	0.00581043
-0.370914	0.00580037
-0.372038	0.00575632
-0.373041	0.00569589
-0.374392	0.00571369
-0.375855	0.00576131
-0.377256	0.00579444
-0.377861	0.00569036
-0.378399	0.00558552
-0.378779	0.00547315
-0.378852	0.00535334
-0.37875	0.00523919
-0.378935	0.00513219
-0.379793	0.00509915
-0.381748	0.00536505
-0.382959	0.00539644
-0.383947	0.0053831
-0.384969	0.00537845
-0.386786	0.00558207
-0.388493	0.00573915
-0.389563	0.0057365
-0.390006	0.00565232
-0.390436	0.00557066
-0.391388	0.0055575
-0.392258	0.00553292
-0.39313	0.00551101
-0.39346	0.00543142
-0.393807	0.00535575
-0.393983	0.00527435
-0.394222	0.00519806
-0.394664	0.00513777
-0.395007	0.00507209
-0.395333	0.00500758
-0.395409	0.00493505
-0.395362	0.00486427
-0.395465	0.00479637
-0.395486	0.00472933
-0.395546	0.00466449
-0.395559	0.00460104
-0.395435	0.00454096
-0.395059	0.00449657
-0.394809	0.00444481
-0.395129	0.00439909
-0.395018	0.00434448
-0.394207	0.00436581
-0.39344	0.00437928
-0.39276	0.00437863
-0.392159	0.00436713
-0.39179	0.00433059
-0.391664	0.00428117
-0.391503	0.00423418
-0.391651	0.00418786
-0.391543	0.00414141
-0.391162	0.0041123
-0.391326	0.00406966
-0.391679	0.00404014
-0.391477	0.0040011
-0.391272	0.00396315
-0.391243	0.00392086
-0.391046	0.00388441
-0.390662	0.00386283
-0.390481	0.0038271
-0.390408	0.00378855
-0.39041	0.00375009
-0.390605	0.00371749
